case,baseline,candidate,mode,layer,datatype,baseline_area_um2,candidate_area_um2,intersection_area_um2,only_baseline_area_um2,only_candidate_area_um2,xor_area_um2,overlap_ratio,baseline_polygons,candidate_polygons,baseline_bbox_um,candidate_bbox_um
multiportmmi_16x16,standard,python_original,candidate_bbox_ll_aligned,43,0,2744.0,2744.0,2744.0,0.0,0.0,0.0,1.0,5600,5600,"[877.25, 845.65, 5802.35, 2376.975]","[877.25, 845.65, 5802.35, 2376.975]"
multiportmmi_16x16,standard,python_original,candidate_bbox_ll_aligned,44,0,2744.0,1756.16,0.0,2744.0,1756.16,4500.16,0.0,5600,3584,"[877.25, 845.65, 5802.35, 2376.975]","[878.25, 846.65, 5801.35, 2375.975]"
multiportmmi_16x16,standard,python_original,candidate_bbox_ll_aligned,45,0,27104.0,27104.0,27104.0,0.0,0.0,0.0,1.0,224,224,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,standard,python_original,candidate_bbox_ll_aligned,47,0,90608.0,90608.0,90608.0,0.0,0.0,0.0,1.0,112,112,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,standard,python_original,candidate_bbox_ll_aligned,49,0,27104.0,27104.0,27104.0,0.0,0.0,0.0,1.0,224,224,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,standard,python_original,candidate_bbox_ll_aligned,206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,[],[]
multiportmmi_16x16,python_original,cpp,raw,1,0,141549.403496,141549.144655,141541.896175,7.611458,7.305567,14.917025,0.999947878,415,414,"[0.5, 822.125, 6908.164, 2372.875]","[0.5, 822.125, 6908.164, 2372.875]"
multiportmmi_16x16,python_original,cpp,raw,2,0,8805.28728,8805.28728,8804.664898,0.622937,0.622937,1.245874,0.999929317,80,80,"[0.0, 837.127, 6908.664, 2362.873]","[0.0, 837.127, 6908.664, 2362.873]"
multiportmmi_16x16,python_original,cpp,raw,43,0,2744.0,2744.0,2744.0,0.0,0.0,0.0,1.0,5600,5600,"[877.25, 845.65, 5802.35, 2376.975]","[877.25, 845.65, 5802.35, 2376.975]"
multiportmmi_16x16,python_original,cpp,raw,44,0,1756.16,2744.0,0.0,1756.16,2744.0,4500.16,0.0,3584,5600,"[878.25, 846.65, 5801.35, 2375.975]","[877.25, 845.65, 5802.35, 2376.975]"
multiportmmi_16x16,python_original,cpp,raw,45,0,27104.0,27104.0,27104.0,0.0,0.0,0.0,1.0,224,224,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,python_original,cpp,raw,47,0,90608.0,90608.0,90608.0,0.0,0.0,0.0,1.0,112,112,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,python_original,cpp,raw,49,0,27104.0,27104.0,27104.0,0.0,0.0,0.0,1.0,224,224,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,python_original,cpp,raw,206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,[],[]
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,1,0,141549.403496,141549.144655,141541.896175,7.611458,7.305567,14.917025,0.999947878,415,414,"[0.5, 822.125, 6908.164, 2372.875]","[0.5, 822.125, 6908.164, 2372.875]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,2,0,8805.28728,8805.28728,8804.664898,0.622937,0.622937,1.245874,0.999929317,80,80,"[0.0, 837.127, 6908.664, 2362.873]","[0.0, 837.127, 6908.664, 2362.873]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,43,0,2744.0,2744.0,2744.0,0.0,0.0,0.0,1.0,5600,5600,"[877.25, 845.65, 5802.35, 2376.975]","[877.25, 845.65, 5802.35, 2376.975]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,44,0,1756.16,2744.0,0.0,1756.16,2744.0,4500.16,0.0,3584,5600,"[878.25, 846.65, 5801.35, 2375.975]","[877.25, 845.65, 5802.35, 2376.975]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,45,0,27104.0,27104.0,27104.0,0.0,0.0,0.0,1.0,224,224,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,47,0,90608.0,90608.0,90608.0,0.0,0.0,0.0,1.0,112,112,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,49,0,27104.0,27104.0,27104.0,0.0,0.0,0.0,1.0,224,224,"[876.1, 844.5, 5803.5, 2378.125]","[876.1, 844.5, 5803.5, 2378.125]"
multiportmmi_16x16,python_original,cpp,candidate_bbox_ll_aligned,206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,[],[]
